0,1019,-40.115224730127586,116.76326129666012
1,757,-38.76512285336854,157.81613756613757
2,908,-38.80531828193833,131.71554575523706
3,972,-39.24148251028805,120.67250257466529
4,748,-39.27586363636361,159.56091030789827
5,312,-39.44337499999998,377.5755627009646
6,294,-40.249224489795935,405.098976109215
7,344,-39.50463953488369,349.5043731778426
8,315,-40.03632063492064,378.484076433121
9,293,-39.90893856655288,410.027397260274
10,286,-39.727423076923095,409.16491228070174
11,305,-39.98150163934427,393.2203947368421
12,271,-39.97324723247232,443.42962962962963
13,324,-39.666993827160546,360.5263157894737
14,278,-39.79000000000002,429.9386281588448
15,313,-39.74397763578274,373.4775641025641
16,295,-40.07142711864407,402.4421768707483
17,290,-39.747537931034486,407.363321799308
18,342,-40.20244152046783,345.50439882697947
19,293,-40.58135153583619,406.5513698630137
20,339,-40.44859292035398,352.03846153846155
21,313,-39.868370607028716,381.52564102564105
22,299,-39.54025083612039,397.741610738255
23,289,-39.717456747404825,411.0208333333333
24,265,-40.37005283018867,444.54545454545456
25,315,-40.041149206349196,375.81528662420385
26,258,-39.882042635658905,465.0661478599222
27,370,-39.65874594594599,323.9810298102981
28,246,-40.16239837398374,475.81632653061223
29,271,-40.14288191881917,432.8888888888889
