"908,420,000",-20.954,replay,1524658237473
"908,420,000",-10.264,replay,1524658237474
"908,420,000",-21.454,replay,1524658237586
"908,420,000",-22.622,replay,1524658259294
"908,420,000",-18.781,replay,1524658259558
"908,420,000",-22.564,replay,1524658873712
"908,420,000",-23.668,replay,1524658873722
"908,420,000",-23.529,replay,1524658874087
"908,420,000",-21.418,replay,1524658896110
"908,420,000",-19.601,replay,1524658896250
"908,420,000",-21.685,replay,1524658896369
"908,420,000",-19.323,replay,1524658896583
"908,420,000",-20.954,replay,1524658896583
"908,420,000",-20.954,replay,1524658957473
"908,420,000",-10.264,replay,1524658957474
"908,420,000",-21.454,replay,1524658957586
"908,420,000",-22.622,replay,1524658979294
"908,420,000",-18.781,replay,1524658979558
"908,420,000",-22.564,replay,1524659593712
"908,420,000",-23.668,replay,1524659593722
"908,420,000",-23.529,replay,1524659594087
"908,420,000",-21.418,replay,1524659616110
"908,420,000",-19.601,replay,1524659616250
"908,420,000",-21.685,replay,1524659616369
"908,420,000",-19.323,replay,1524659616583
"908,420,000",-23.668,replay,1524659653712
"908,420,000",-23.529,replay,1524659653722
"908,420,000",-21.418,replay,1524659654087
"908,420,000",-19.601,replay,1524659676110
"908,420,000",-21.685,replay,1524659676250
"908,420,000",-19.323,replay,1524659676369
"908,420,000",-10.264,replay,1524659737473
"908,420,000",-21.454,replay,1524659737474
"908,420,000",-22.622,replay,1524659737586
"908,420,000",-18.781,replay,1524659759294
"908,420,000",-22.564,replay,1524659759558
"908,420,000",-22.505,replay,1524671134753
"908,420,000",-15.563,replay,1524671134867
"908,420,000",-14.917,replay,1524671190658
"908,420,000",-20.377,replay,1524671190676
"908,420,000",-20.313,replay,1524671190683
"908,420,000",-21.886,replay,1524671190987
"908,420,000",-21.681,replay,1524671409104
"908,420,000",-20.41,replay,1524671409106
"908,420,000",-16.643,replay,1524671409240
"908,420,000",-19.022,replay,1524671409596
"908,420,000",-22.59,replay,1524671502121
"908,420,000",-10.559,replay,1524671502142
"908,420,000",-21.868,replay,1524671502262
"908,420,000",-22.423,replay,1524671505832
"908,420,000",-18.811,replay,1524671505837
"908,420,000",-20.402,replay,1524671505957
"908,420,000",-22.891,replay,1524671506173
"908,420,000",-22.014,replay,1524671506186
"908,420,000",-10.552,replay,1524671506449
"908,420,000",-19.005,replay,1524671506566
"908,420,000",-24.478,replay,1524671506577
"908,420,000",-24.148,replay,1524671509063
"908,420,000",-19.533,replay,1524671509338
"908,420,000",-13.977,replay,1524671510202
"908,420,000",-13.219,replay,1524671510216
"908,420,000",-22.302,replay,1524671510534
"908,420,000",-24.281,replay,1524671513357
"908,420,000",-24.863,replay,1524671513499
"908,420,000",-17.44,replay,1524671513511
"908,420,000",-15.075,replay,1524671517741
"908,420,000",-23.259,replay,1524671517972
"908,420,000",-14.735,replay,1524671582067
"908,420,000",-23.365,replay,1524671582153
"908,420,000",-22.686,replay,1524671582604
"908,420,000",-20.533,replay,1524671582611
"908,420,000",-9.85,replay,1524671582755
"908,420,000",-22.737,replay,1524671586358
"908,420,000",-17.825,replay,1524671586548
"908,420,000",-20.007,replay,1524671586938
"908,420,000",-21.27,replay,1524671586945
"908,420,000",-9.633,replay,1524671586950
"908,420,000",-14.503,replay,1524671590585
"908,420,000",-22.899,replay,1524671590835
"908,420,000",-19.252,replay,1524671706217
"908,420,000",-13.391,replay,1524671706285
"908,420,000",-14.655,replay,1524671706301
"908,420,000",-13.842,replay,1524671710555
"908,420,000",-13.792,replay,1524671710556
"908,420,000",-18.398,replay,1524671710703
"908,420,000",-21.904,replay,1524671711034
"908,420,000",-22.505,replay,1524671734753
"908,420,000",-15.563,replay,1524671734867
"908,420,000",-15.458,replay,1524671754162
"908,420,000",-14.917,replay,1524671790658
"908,420,000",-20.377,replay,1524671790676
"908,420,000",-20.313,replay,1524671790683
"908,420,000",-21.886,replay,1524671790987
"908,420,000",-21.681,replay,1524672009104
"908,420,000",-20.41,replay,1524672009106
"908,420,000",-16.643,replay,1524672009240
"908,420,000",-19.022,replay,1524672009596
"908,420,000",-22.59,replay,1524672102121
"908,420,000",-10.559,replay,1524672102142
"908,420,000",-21.868,replay,1524672102262
"908,420,000",-22.423,replay,1524672105832
"908,420,000",-18.811,replay,1524672105837
"908,420,000",-20.402,replay,1524672105957
"908,420,000",-22.891,replay,1524672106173
"908,420,000",-22.014,replay,1524672106186
"908,420,000",-10.552,replay,1524672106449
"908,420,000",-19.005,replay,1524672106566
"908,420,000",-24.478,replay,1524672106577
"908,420,000",-24.148,replay,1524672109063
"908,420,000",-19.533,replay,1524672109338
"908,420,000",-13.977,replay,1524672110202
"908,420,000",-13.219,replay,1524672110216
"908,420,000",-22.302,replay,1524672110534
"908,420,000",-24.281,replay,1524672113357
"908,420,000",-24.863,replay,1524672113499
"908,420,000",-17.44,replay,1524672113511
"908,420,000",-15.075,replay,1524672117741
"908,420,000",-23.259,replay,1524672117972
"908,420,000",-14.735,replay,1524672182067
"908,420,000",-23.365,replay,1524672182153
"908,420,000",-22.686,replay,1524672182604
"908,420,000",-20.533,replay,1524672182611
"908,420,000",-9.85,replay,1524672182755
"908,420,000",-22.737,replay,1524672186358
"908,420,000",-17.825,replay,1524672186548
"908,420,000",-20.007,replay,1524672186938
"908,420,000",-21.27,replay,1524672186945
"908,420,000",-9.633,replay,1524672186950
"908,420,000",-14.503,replay,1524672190585
