0,4,-37.744249999999994,31050.0
1,4,-40.9315,24671.333333333332
2,7,-41.83871428571428,17379.333333333332
3,11,-41.001000000000005,8580.3
4,7,-41.38614285714285,18272.333333333332
5,5,-41.96659999999999,20971.0
6,5,-40.198,20863.25
7,9,-40.85433333333334,7050.5
8,8,-42.10275000000001,10094.57142857143
9,5,-40.294799999999995,12837.5
10,8,-40.774375,10266.142857142857
11,9,-41.44333333333333,13002.5
12,12,-40.8005,9020.90909090909
13,7,-41.73914285714286,15123.833333333334
14,6,-42.513666666666666,20436.2
15,8,-40.180375,15369.714285714286
16,10,-41.972899999999996,10832.333333333334
17,9,-42.75833333333333,11325.5
18,7,-41.376571428571424,16910.0
19,5,-39.461,21543.25
20,7,-41.528000000000006,12438.666666666666
21,11,-41.974636363636364,7872.3
22,6,-41.7475,22363.8
23,8,-39.62949999999999,16010.857142857143
24,6,-41.2885,17538.2
25,5,-39.872400000000006,17511.75
26,9,-40.710555555555544,9669.875
27,12,-40.409166666666664,10423.90909090909
28,7,-40.18057142857143,8863.666666666666
29,10,-40.6751,9683.0
